cargo_class,distance_km,weather_severity,traffic_density,driver_fatigue_proxy,incidents_on_route,warehouse_load_factor,historical_delay_rate_for_route,time_of_day,day_of_week,delayed,delay_minutes
standard,714.7869979245763,0.34124782762615635,0.002495453600829145,0.6500354654127478,0,0.8915560448880699,0.173843054171683,22,6,0,0.0
standard,1109.892037829541,0.38019561878585706,0.8320883176808307,13.58457341692224,1,0.8119590078684735,0.15436907078811868,1,6,1,48.14732710818479
standard,1689.0449659009278,0.3988227808969005,0.2623118420459759,11.12775404681021,1,0.5218092717680153,0.0981688614430692,14,1,1,71.58468026043107
standard,1772.568181160278,0.5801723692273323,0.8847212727556213,3.561786291898219,0,0.4701234875692709,0.3998666132803953,15,6,0,0.0
standard,362.7680562619832,0.5336025467268785,0.6914791822415791,5.724485685875479,2,0.7869932970322846,0.10151917223347715,15,4,1,68.64603784043672
standard,712.1676253559308,0.6079050927934446,0.6661833328505901,12.072054044331798,0,0.6359212255280926,0.16036464129005001,5,6,0,0.0
perishable,703.6852014164648,0.7648832615421283,0.3653195631648434,5.003789270525839,1,0.7154879571845818,0.3580495083986972,21,5,0,0.0
perishable,131.98735234809214,0.8129857387160935,0.05940297389077098,7.943656588092384,0,0.7540882214932386,0.10053487627949315,10,5,0,0.0
pharmaceutical,1216.5636317111982,0.7181230762264944,0.8300730982055773,7.487996175304577,2,0.6910807134723422,0.2143347901838058,23,0,1,118.53193102252982
standard,1716.8991033347666,0.9555236959549347,0.17090379517652798,5.618123680803195,0,0.7291504209174324,0.3914915457448144,8,4,0,0.0
standard,794.0700562597597,0.01823258267636163,0.3722586418947522,8.953026625392026,1,0.9212522067586972,0.1365509690380087,17,3,0,0.0
perishable,1493.0700927191451,0.1957779856835461,0.6003546855090818,6.626070322226409,0,0.9077392492342344,0.2960703759393541,22,1,0,0.0
pharmaceutical,1274.0158065214428,0.00756287497814212,0.4822537385606217,0.29722688343561976,2,0.40432399128160057,0.07801387693152333,5,4,0,0.0
standard,782.5150342113516,0.647474714154603,0.19866063517131805,11.401363507071125,0,0.7105477002100767,0.26030517943690085,22,3,0,0.0
pharmaceutical,325.0666090099793,0.8980305489499869,0.1406163568822839,1.58418095855207,0,0.6075113976684705,0.1686673365845882,3,5,0,0.0
standard,1433.1815129131362,0.24348229657629927,0.12324627225029061,6.4972590324790875,1,0.4998640525456294,0.294847586209544,17,1,0,0.0
standard,1716.402079435419,0.9270345447963066,0.8630078814992009,8.11861107298496,1,0.7418031865924588,0.20151150190234696,1,4,1,89.41784345276942
standard,1387.4162601829091,0.06026739028956085,0.031559549061333625,9.877084758706072,1,0.6576184738630857,0.1546495262941312,12,6,0,0.0
standard,84.86304386789523,0.9344360268055143,0.9770142595998943,5.751151494031292,0,0.8424328457308599,0.24110275986696428,0,1,1,56.72756118704489
standard,471.6541440624329,0.3516226872396344,0.1985286903854141,10.29767881842744,1,0.3654016927141874,0.09889041952225197,8,5,1,72.64644592079392
standard,185.48597052288721,0.10142082844921652,0.11032229687907813,1.8389011860599833,0,0.5118765245604723,0.33505118972697984,13,5,0,0.0
standard,1162.2528941736423,0.48587175918632564,0.5769716547767951,9.148237675790906,0,0.31804758117943405,0.31274828719356274,3,0,0,0.0
standard,1525.131473738804,0.25677656772050794,0.07998595794069663,11.56874498619984,1,0.8221718275448362,0.24073886005072537,20,2,0,0.0
standard,265.62941478388586,0.28487290196192283,0.6024532631635949,12.452215619725017,1,0.9387201331058916,0.17846690545408822,3,4,0,0.0
pharmaceutical,1684.7587501571013,0.3072899649262866,0.8506266448136132,8.113930943354449,0,0.7111634384540461,0.3703291562412511,19,1,0,0.0
standard,1133.2425078711922,0.8030258978326634,0.047898021467424834,4.380532773050522,0,0.7318854117662275,0.2720604399990948,14,3,0,0.0
standard,1395.4395736763636,0.5391612766752545,0.7998686045285441,2.28699116399077,1,0.3324975851645134,0.1496800463440309,21,0,0,0.0
standard,1944.23360478686,0.31130769915600365,0.3944774409821187,4.837822540284228,0,0.6526469087653477,0.3323480130412338,14,2,0,0.0
standard,213.17792708300976,0.6103337833109184,0.15949063383120998,7.5596412241621564,0,0.6688105628327421,0.27225689560643207,12,3,0,0.0
standard,1807.386844806689,0.7161506742231936,0.17609648026745905,2.7486231358818474,1,0.3272821400315956,0.09445441579139464,13,0,0,0.0
standard,295.90025717544813,0.27262400073353377,0.9187645436942262,13.335208679703301,0,0.8476709978247077,0.08998163561305553,21,4,0,0.0
standard,816.2696729415304,0.4135491015253515,0.11060575194066447,12.559896004220732,1,0.4948240961998146,0.37833675680177287,0,3,1,28.46842024364556
standard,1710.305457845673,0.12188609333694755,0.866782787115657,0.4614007281160375,0,0.806412904767875,0.15076919339338052,0,6,0,0.0
perishable,1817.195761638843,0.18114934953468032,0.5442446209836146,7.867465175225444,1,0.582047742808877,0.28221890976250436,22,1,0,0.0
standard,1037.4247634130334,0.6811178539649828,0.03905617881643908,11.050323063452584,0,0.9969522962136752,0.0627518555735937,0,5,0,0.0
standard,1208.504044637079,0.18143834769562694,0.4644761457173383,3.4354874390760974,1,0.448543602344994,0.24477567788190657,14,0,0,0.0
perishable,1430.8873024671864,0.5251633836670602,0.8174495144763007,7.334547253498414,0,0.34076491390342034,0.13089502322452062,0,0,0,0.0
standard,1673.8794034827927,0.7090462617224327,0.7262027876391004,5.683886353731306,0,0.9859338452403419,0.09886919427493485,5,4,0,0.0
perishable,286.946780598449,0.10687692309474384,0.48878241768471786,2.75164769905307,0,0.47068941265289543,0.3207260939719915,23,0,0,0.0
standard,1629.6351510469938,0.5673122196289035,0.860049879696217,8.606323374261518,0,0.7447318309810806,0.3333399299288466,6,2,1,21.533437870731117
perishable,988.4884934976527,0.25656278370136376,0.1203647617802297,13.911690455695634,0,0.5621977538706597,0.3003242818532905,21,1,0,0.0
standard,928.7156789609295,0.9629268752375798,0.9099410533923689,5.114021643919228,0,0.7477394997842621,0.053915395799532244,22,5,0,0.0
perishable,876.6045163941466,0.4835456467199247,0.8464412084833488,7.733306115702537,0,0.7172410125950324,0.1497182254751494,1,4,0,0.0
standard,1042.962591229783,0.8059925497751581,0.708276825657236,4.589965542701008,0,0.795091716902484,0.17633644325277403,21,6,0,0.0
standard,1892.8485791194769,0.5502265421562618,0.8178877421287493,12.277280635234957,0,0.3129103491836843,0.29179757834807113,8,2,0,0.0
standard,1118.9973569446956,0.043412532854819164,0.543815506842666,12.104437805931704,0,0.8853359520078006,0.314440288586639,3,4,0,0.0
standard,1908.6961996131215,0.6331513755940223,0.6751624290976669,2.5028274312715837,0,0.6350661049541673,0.26974922270976953,17,4,0,0.0
perishable,401.56575470049916,0.951403342206657,0.5605980707077789,12.59928423933285,1,0.6631969611700101,0.32618092065830756,14,1,1,71.25899369298752
standard,1462.0651587236346,0.6016118201463312,0.3554285305079493,2.1211219547849396,1,0.587717633728088,0.19955495723681266,23,0,1,54.767867598381414
standard,1633.8671002870572,0.8191888594267902,0.5688607973611776,1.3361594347546795,0,0.992567737591133,0.2396457464428699,7,4,0,0.0
standard,1374.3012211029807,0.8842064633484078,0.2574653325319257,9.141084619821447,1,0.8610999618662925,0.0724875612770298,6,3,1,15.349541677356406
standard,1233.4984464417537,0.22807977194893247,0.44027917084078527,5.40265748217853,0,0.5179753625208658,0.19950713629089872,7,1,0,0.0
standard,1151.3849231180554,0.21204483990822665,0.2807754072602432,7.430368308466191,1,0.848149892352128,0.20142158972365404,12,1,0,0.0
standard,1728.8144410284572,0.6109809888509917,0.12288778946138901,9.135990947124489,0,0.605895469078685,0.2640320383488923,2,6,0,0.0
perishable,1652.210864470775,0.4110284698067047,0.32186185638990616,0.7397213291017883,0,0.9090093398869532,0.1822637234374107,5,3,0,0.0
standard,288.4630063021691,0.8398613028667203,0.8519872181847706,4.101344395273907,3,0.32159254668517484,0.1334592454680202,6,1,1,214.1671417706386
pharmaceutical,1704.7459312102123,0.9000231233980112,0.3810807706423057,6.452688364764139,1,0.5487845490567345,0.1331587012412327,4,4,1,56.108133064062294
standard,857.4338079088628,0.3534213793027181,0.7480036489688691,3.7322237372830465,0,0.6008734091732051,0.09685551315709495,17,2,0,0.0
standard,544.708818491831,0.23687055897448206,0.17519785423816125,0.6855993799972933,1,0.820974705809052,0.2953579275332213,14,0,0,0.0
standard,1746.0487076271554,0.7805255152438618,0.4244191591676416,1.2134720252347473,0,0.42761018661238603,0.26789893336934784,22,5,0,0.0
standard,892.4483592857962,0.2748060355481361,0.11485606933517656,11.224470162552269,0,0.5003967660756915,0.25273747197915736,1,6,0,0.0
standard,1626.3111458447925,0.8226143185136784,0.1386210633674897,12.759414628980965,0,0.8067162046703849,0.23585687024290292,21,6,0,0.0
standard,563.6370433138968,0.42373825364876283,0.6174363798900692,2.131266234026284,0,0.3537905614468746,0.17863812460330086,19,2,0,0.0
perishable,57.66217677332472,0.6675498992914705,0.6074818174490111,3.4896674020807996,0,0.4407870063369311,0.3190509033207556,9,1,0,0.0
perishable,1016.1454261607415,0.09553531383466818,0.21337190735486222,9.131491666234975,0,0.827356593639289,0.37270845777541656,3,3,0,0.0
standard,245.44510045362432,0.623859324676573,0.47442319428879864,13.35980486529426,0,0.9128700556530198,0.20399621621945047,11,1,0,0.0
standard,1521.033113273574,0.4517676787372291,0.8633061669779479,4.194255927865795,0,0.8101796355576116,0.19318101208141308,20,1,0,0.0
pharmaceutical,588.3465153353502,0.5866084631754741,0.17420150867648287,11.972990767304017,2,0.6689967995915971,0.10695464497955867,14,6,1,52.301226672675895
standard,915.1090108767835,0.16801420774486342,0.019210533073514835,7.0843450223052695,0,0.3693429108335432,0.284748081859906,10,1,0,0.0
perishable,219.71545192853077,0.7368737449441821,0.6519951406635723,13.391820947130926,0,0.8790580200862068,0.24533229218223468,13,5,1,45.54447110060397
standard,608.9855344721427,0.8627970775432285,0.053498208088684995,1.907621273994678,2,0.38682729801978066,0.3957992986832328,6,0,1,75.14456685822755
pharmaceutical,1573.9059743542152,0.21673980009077565,0.9799402385724459,13.63141357491181,0,0.5695549171779947,0.2545131083694853,23,1,0,0.0
standard,345.59642820952297,0.09571455552016173,0.609620283798881,6.173700789613113,1,0.33534954104173315,0.15101380316821122,13,1,0,0.0
standard,1311.961144197567,0.023638586046336396,0.4703963528439723,13.341137465967664,2,0.7967725664155911,0.24702923160477275,7,5,1,75.66123402710713
standard,1838.9804129687773,0.641971500443266,0.42999254002430676,6.421663038721269,0,0.6524464750752488,0.39464333145237745,13,1,0,0.0
standard,1375.6816815275545,0.6070940360887808,0.5730706585169314,7.421149877688094,1,0.9353254133908055,0.30316731300845245,22,3,0,0.0
standard,1631.4922941198424,0.54669741271407,0.09062443672021492,11.266850136882493,1,0.3971197469162058,0.09500205806948028,5,4,0,0.0
standard,262.4946771426358,0.23194709611597542,0.9300190588194958,10.116799010351516,1,0.8734161652637686,0.1701069164161812,17,5,1,115.17197660920195
perishable,538.9270607040062,0.39090599590551467,0.6256420685518778,8.674446485841997,1,0.6574681305702699,0.15453973636839935,13,1,0,0.0
perishable,1794.3507618691526,0.594476335186173,0.1839784976109088,5.837720330253784,0,0.556264668350045,0.3498883226455957,7,1,0,0.0
perishable,1444.455946555274,0.4967668588591694,0.5625810537646628,11.094137143594482,1,0.7504968201202216,0.2639069968564226,3,5,1,40.565471693771734
standard,1297.1299614357567,0.9877855202148873,0.13325650583301163,13.275196666050487,0,0.8532921589963391,0.33353569868143296,23,6,0,0.0
standard,1344.345135437315,0.13643975255673313,0.017552717558312114,0.1373525572023757,0,0.6081996913878709,0.11168611870171719,11,1,0,0.0
standard,857.6910808940547,0.6951445540475938,0.630516985213998,8.229831350337257,0,0.4629639762364258,0.3678122167382225,4,0,0,0.0
perishable,136.88543165442377,0.4043187681042921,0.6484833418701278,12.123733005696877,0,0.9410524046488109,0.07040884898346068,12,3,0,0.0
standard,1579.6610070379215,0.42819961492561476,0.5836965828034155,9.143575522837802,1,0.5190984209007923,0.18119301549226197,18,2,1,15.0
standard,1373.49081061994,0.7175977656581762,0.18348320436002308,11.211609609666715,0,0.9987655107282556,0.05495216550025118,21,5,0,0.0
pharmaceutical,971.9687050198131,0.6924361513243696,0.603429858494767,12.530855453885795,0,0.837127450269568,0.11449782293744094,11,4,0,0.0
standard,1804.531249968102,0.9912559937021883,0.056510940924519804,10.51331422194281,2,0.781473422439561,0.38677905304310095,17,1,1,116.2593303243512
standard,705.5113467209428,0.12839428945412523,0.6092383555719223,10.038243619106726,2,0.30867980948232066,0.0774733659866665,5,2,1,95.80636864373909
standard,623.9274012509101,0.10410964938416634,0.5540170191076188,13.506442479094856,0,0.6139719281498971,0.10089230208006378,5,2,0,0.0
perishable,1751.9528339049134,0.7243388171287412,0.6552548308390995,12.091585210482018,0,0.6517227529811642,0.37369715918593205,16,0,1,81.80934961002913
perishable,1604.1259267800217,0.5783869170064091,0.8954756057523938,11.415290174158834,0,0.5634634773307539,0.2985610973788437,15,0,0,0.0
standard,1054.2106307642723,0.27416066655980587,0.8503581052395366,1.2096470466062659,1,0.4049811703509852,0.1924375430245856,11,6,0,0.0
standard,304.9327419428074,0.0794193689889866,0.9806541915625387,3.34641836395185,0,0.5572153109785758,0.07406803608591701,4,5,0,0.0
perishable,469.3893693568523,0.08565824959643054,0.976241032936575,7.794584340551253,0,0.3524813388337062,0.32476363567773536,13,2,0,0.0
standard,1329.6445812971729,0.8941908746641183,0.7723196933737526,9.933841469647392,1,0.5036432437900293,0.22245431191647957,15,1,1,94.2223417069601
standard,800.8304137888027,0.1918673247187429,0.956419622177728,4.245008506206677,0,0.3585754929361434,0.16305590321339725,4,4,0,0.0
standard,1681.122723748644,0.32337156211552076,0.867283885889112,1.3065935836915268,1,0.8266964176757394,0.17626264891627802,7,6,1,40.896274339129434
standard,1902.412268197798,0.22665640222698802,0.7275824498949729,4.355388615413468,0,0.7698101052221034,0.2268471382910764,6,1,0,0.0
pharmaceutical,1620.9920042860906,0.3549963058319373,0.0753842546437552,10.794408528127269,1,0.9579531957803493,0.24293148807735815,12,3,0,0.0
standard,786.2135748413365,0.06942384274609337,0.049049888269887765,12.283614410779224,0,0.5659501753827954,0.3363345698046516,2,3,0,0.0
standard,1587.938537001277,0.5190597909082704,0.8375995675057702,12.7806510768208,2,0.8503406705971113,0.3200963027244952,13,3,1,158.26224036565822
pharmaceutical,735.3112632678327,0.0676125635922149,0.4896558578716983,5.304133508018069,0,0.711325041914449,0.31847054203207303,16,5,0,0.0
standard,375.8451711429861,0.8003565078223616,0.8146066843749209,5.215540048042751,1,0.7522723996648317,0.3052542952120999,6,6,1,66.94254678400374
perishable,115.11674948842192,0.23371208191043302,0.3129182706552194,5.693904593605074,0,0.6832228888350798,0.315225420300054,8,6,0,0.0
pharmaceutical,802.1475898839891,0.5400119146045106,0.3976498583230128,5.261332571900269,1,0.8454120983225188,0.28716053381822854,9,5,0,0.0
standard,1811.9406422096997,0.8800790875614583,0.7001867210119319,9.326752505100934,0,0.32939400234018407,0.3538082156858513,9,1,1,56.915730310246516
standard,516.0238461235692,0.6508773690471942,0.9153267369320932,5.016525669847898,0,0.35634171474015386,0.24510900363713062,22,0,0,0.0
standard,452.7006716130788,0.5329577865513353,0.08776147447888594,0.2848151125994416,1,0.36714663898333316,0.23229549086225193,12,5,0,0.0
standard,1941.1505312200286,0.3243337531153756,0.8614781446346063,6.1463444096302045,1,0.5020835138438449,0.2954535925236035,9,2,1,28.819708540404942
standard,98.75802005865464,0.33300191305819793,0.7930127248793652,3.1381289265002286,0,0.7137901526838724,0.10810209057792124,22,2,0,0.0
standard,1582.275193267821,0.6694869551981901,0.31553927072985466,0.4032999289846795,2,0.7519322846741264,0.3219330998422649,5,5,1,124.7417966657236
standard,676.6714136946972,0.9941393612211675,0.3552166141315596,6.591801321476675,0,0.7988225691326534,0.37765454512605107,20,1,0,0.0
standard,123.1015158958357,0.6618391898493786,0.04646147722190963,2.883363828776103,0,0.49653425671933027,0.15369098768514694,13,1,0,0.0
standard,1839.7149534086882,0.5577834173700249,0.015740611116717984,6.338385407756277,0,0.7551489207289146,0.2638657350124669,4,4,0,0.0
standard,322.30254390868805,0.7306505102392461,0.4770061263577291,3.888499812544011,0,0.3823829949306473,0.061417879760364454,12,6,0,0.0
perishable,1125.9696032651061,0.46520561228371815,0.09553964549731053,8.451924183926064,0,0.3069854470410602,0.31803800193543347,7,6,0,0.0
pharmaceutical,584.4057044876182,0.060142342600785215,0.19400181441521303,13.872283416235431,0,0.7862765512853498,0.24588386061511375,8,3,0,0.0
perishable,177.1259642601475,0.5622968158779098,0.8467671995266636,7.661246889963309,0,0.8009285459364086,0.28577899962214337,19,1,0,0.0
standard,147.34884704358922,0.9576252845053802,0.5710283912504525,9.05654283649878,0,0.7354998955468776,0.10004745197963155,9,4,1,15.0
standard,275.3355627308606,0.17530294235765964,0.6336324372661134,12.869860608516818,0,0.48120896436789795,0.33330918187628045,0,4,0,0.0
standard,189.1656770842911,0.6900048908206657,0.18747933083192003,5.236005848151283,0,0.9492279224072782,0.13957771807026975,4,5,0,0.0
standard,1533.0883252638496,0.20093368865905648,0.8286618044544195,2.331678296998162,0,0.9129729081911739,0.2896772711526983,19,6,0,0.0
perishable,996.8540944526869,0.5358276844730813,0.8679797724397476,3.959161961027746,1,0.6608783924334227,0.25759961776057394,3,0,1,116.2644008177104
standard,718.6395781305104,0.09667644964671962,0.5233275937130434,5.63912917000369,1,0.9923978257317041,0.2788270061449285,0,5,0,0.0
standard,865.8193747574139,0.45037093625818514,0.9125577718786598,9.030247537581735,1,0.5090336895888476,0.06758305038215531,18,3,1,92.18351505026185
standard,1861.4461343666155,0.7561633288952461,0.8448286249545817,0.06423241201609442,1,0.643793999269255,0.30964769958092814,18,2,1,80.4005558353598
standard,1825.966034839387,0.3475715242389821,0.731324176674438,11.94736500673778,1,0.9495452402971811,0.3283374049846865,23,6,1,19.422579843607675
pharmaceutical,1445.569136239025,0.664911724487218,0.7340759156936286,1.0653156226976264,0,0.623485492822461,0.2161855381033438,21,1,0,0.0
standard,1775.1306359722912,0.7954499607897292,0.10539347395086329,12.609172084859706,0,0.6297057594216313,0.19310136548297951,21,6,0,0.0
standard,673.3136537958683,0.9271778194794527,0.2708360376956658,13.292083296868583,2,0.3555748209338745,0.1698906463841938,14,0,1,118.24103204169859
standard,793.1631857161516,0.23464208185545354,0.06684721981767605,13.861439117569876,1,0.44794247964292044,0.3747586672687946,10,6,0,0.0
perishable,1246.7387546157447,0.39931591580930814,0.008681209226308662,11.333142581696286,0,0.4105056582095881,0.3142738890195373,21,0,0,0.0
perishable,1266.070597229665,0.15241601333041743,0.15830953138391013,1.9859773631621365,1,0.6956861092755995,0.2945165545328269,23,4,0,0.0
standard,989.3146841240649,0.9924835021583752,0.88048718264694,9.88633860515261,0,0.5229440997116865,0.37396231861892004,4,5,1,61.09636449341863
standard,831.2828044540089,0.9270009679242953,0.23987405903605152,2.846498068514471,1,0.3539213214372488,0.17206923071672478,2,5,1,19.920396387512987
standard,1973.0516076369554,0.5399571302805596,0.9701539625917217,12.559789698125655,3,0.656980674634477,0.2705483300358025,16,2,1,225.6187015290232
perishable,1651.1910709295626,0.8420332943764213,0.5972909995612061,4.432482959174826,0,0.7684520131403982,0.2901198906843962,15,0,0,0.0
standard,898.2113858816881,0.5209579772720422,0.23725848763469037,4.575143679050576,0,0.8155687161257157,0.39867964016121277,7,3,0,0.0
perishable,1468.2203306171584,0.6235856880027597,0.4971308034842128,12.847146142808134,1,0.8862625351809723,0.19951514004250454,19,0,1,67.98246658006445
standard,575.645301842296,0.08912443211601662,0.21909482270011538,0.1852349909718638,0,0.6373694763739504,0.1900633681789221,2,4,0,0.0
standard,245.33018616279327,0.7552704204968079,0.9839735581823739,2.715526120769977,0,0.5734283002374154,0.0795707735087103,11,0,0,0.0
standard,737.2404998278442,0.12771348363523483,0.8472649839049639,5.907051731888371,0,0.7788852503943167,0.08445836965899131,7,4,0,0.0
standard,835.7969602406187,0.8260676302525284,0.026238788782329103,9.810101942342701,0,0.30935532687004436,0.22912967118607663,14,6,0,0.0
pharmaceutical,82.24739289330806,0.7820280876703859,0.9477760314674711,9.065926324626295,0,0.7434686104753037,0.1099136858031973,10,0,0,0.0
standard,1638.8444031899974,0.7087446977429764,0.7210651073028873,9.371766252340088,0,0.5839773468809091,0.07552579128993517,12,3,0,0.0
pharmaceutical,750.4271346589039,0.036160380524762115,0.08238125202127833,12.320308397749297,2,0.6170127004360628,0.3877125517623329,22,1,1,54.197568012659424
perishable,1181.8154232712868,0.3031283559453286,0.6706377463264456,1.6944257721055926,0,0.5073886733914383,0.38299608926791195,7,1,0,0.0
standard,194.22821517836414,0.26311256991084286,0.6469266979656855,7.310263747062786,3,0.3890928623102722,0.16384686892214764,12,0,1,80.08019458657861
standard,391.24381606363875,0.3601364074715191,0.21878874580758345,10.15668764743484,1,0.5809972649219459,0.3264542924266565,15,2,0,0.0
standard,1784.9027643887418,0.08764274676383854,0.7584467000075756,8.905658200938303,0,0.515741631111299,0.35539216876670976,17,5,0,0.0
pharmaceutical,1236.9406793714616,0.9369578230310628,0.08706470331296712,6.276397679149746,0,0.9720828610205436,0.2126614737243967,15,6,0,0.0
perishable,1903.0538978324469,0.5538022407123763,0.4894451812312478,0.23960420221029555,1,0.9604776022152186,0.12829398701612782,12,1,0,0.0
standard,1997.562567063068,0.30552431065802355,0.009923207163087922,0.846331719070385,0,0.7507420855554526,0.09543168955877632,13,0,0,0.0
standard,775.127224899534,0.3969815170742834,0.9687374888947464,1.6651785759537128,1,0.9325909172787066,0.09928782999878626,7,1,1,19.461959278908637
standard,632.6659749623855,0.44720254050483565,0.7515636317769093,4.80518853969509,0,0.825892344437245,0.32892660415795233,19,4,0,0.0
pharmaceutical,1723.7943075602386,0.6005943333606173,0.15885207615965602,1.6471483373400564,0,0.542124042388743,0.18454553525919198,1,0,0,0.0
pharmaceutical,1997.2922827230357,0.5156794276964978,0.341674039951283,5.965152382876517,0,0.7227304670920134,0.29272767765769203,19,0,0,0.0
standard,1277.8004067532918,0.9193919732144173,0.16056237780817628,2.5009878681981115,0,0.4542265015196402,0.2385427020348696,7,1,0,0.0
pharmaceutical,1600.5244088974687,0.49696348290583026,0.7666174641293146,10.908326765366885,0,0.781045775660671,0.18813393314820936,5,3,0,0.0
pharmaceutical,1574.4044246897852,0.9921580148233127,0.05889632542771517,12.200826633971019,2,0.3313653003305758,0.09333550871449117,12,6,1,148.3193585245948
standard,742.9124310281165,0.8514249577450957,0.8404066555637142,5.455065111554461,0,0.8819392240893349,0.16670714567012834,2,5,0,0.0
standard,1169.82724150132,0.2085105143573358,0.9421963388357298,7.1586447144189425,0,0.708260877016273,0.3440608722988326,6,6,0,0.0
perishable,1674.4610354652166,0.9305952146439163,0.6766279428062999,13.348947381853183,0,0.3409068427059032,0.33398927793549316,5,0,0,0.0
pharmaceutical,1391.8220587090582,0.11636639788547609,0.2129654500014342,7.497108574880685,0,0.9102328157292283,0.059929007187989394,4,6,0,0.0
standard,91.26943726497461,0.8174497084911916,0.3600900958135508,13.93102502180795,0,0.9143909876335461,0.09909679543129479,15,0,0,0.0
standard,706.5760543501904,0.3806232934765801,0.47723987480893126,1.9898339116887647,0,0.8969710865848224,0.3145654258566374,21,3,0,0.0
standard,331.7276083594804,0.8779743204450695,0.6046247722022537,12.071169888353777,0,0.842011383773106,0.16750651372823136,2,3,1,85.53258287823162
standard,504.29581355217624,0.8680566901074503,0.6686630898116874,6.960842037421515,0,0.7745477906845175,0.27525687343548816,4,3,0,0.0
pharmaceutical,1815.704481108085,0.8059254001176211,0.5542147153188828,0.3179975574953542,4,0.5778363853150081,0.2469365086479175,2,5,1,215.83509655341524
standard,121.9419133759979,0.7900304363070614,0.35131392082185575,13.61112118015088,1,0.39543741710051883,0.2782235603882099,14,2,1,68.57026152166179
perishable,478.6113883257513,0.3046791390980408,0.890917280564903,13.51067059640701,2,0.5021426925232554,0.06879379282350055,1,2,1,147.85463497095918
standard,653.6602368645513,0.08091928305125218,0.08139205801795824,5.36579176256042,0,0.542953996846004,0.3758917219355794,14,6,0,0.0
standard,1252.92394033447,0.40298017876516146,0.46625605424349503,13.357988995202668,0,0.5506535271553541,0.05733934241436035,12,5,0,0.0
standard,1091.4982956674378,0.17352451498650867,0.7755648384674807,1.9741349913396402,0,0.6958427305891253,0.052811373594660864,1,3,0,0.0
standard,475.6254915641029,0.6949510889024617,0.060872665291400896,9.521541975689551,2,0.44586796570204057,0.12915355083611407,17,2,1,107.74921924601807
pharmaceutical,370.2700810851512,0.34609972653778553,0.7053352168113012,2.687005816429684,0,0.43276279034812504,0.3977235718007566,9,3,0,0.0
standard,511.7561674624317,0.9756102008599149,0.819711622753325,3.4530613086875874,0,0.8018738913543186,0.0753863521101307,3,4,0,0.0
perishable,1029.9327720682284,0.640972077345332,0.6608312985270522,10.910724120836475,2,0.30525038530136134,0.35607506090375,1,5,1,95.97288010172527
standard,578.7966821368467,0.822480563634361,0.012936892275355993,5.28301318391413,1,0.4046636047891191,0.10568117465515707,19,4,0,0.0
standard,1897.8248781350583,0.13252467274184843,0.18013702713220625,0.09978503960069651,0,0.6044706575805799,0.08818615261656682,13,0,0,0.0
standard,954.5371817862527,0.8620144822726226,0.34211307889195075,5.799337938738324,1,0.40435821628392626,0.322639639166683,2,5,1,89.3394208457187
standard,164.65223226204228,0.9227571905133943,0.2336900356380459,3.192970488861433,0,0.9718687859232598,0.34633755009378403,11,0,0,0.0
perishable,1472.069491381435,0.4870619188189359,0.9626521402274274,9.566618789816077,0,0.7690727660278399,0.327264010960724,4,3,1,110.31449895134142
perishable,691.2483120075298,0.6062529377509774,0.6515939141137936,2.7222817541290043,0,0.6029386580811686,0.13436010771571222,1,3,0,0.0
standard,1324.3034175135826,0.7648098009029954,0.2969709573515703,11.79154939811066,0,0.3785787435067572,0.3579449541236779,13,2,0,0.0
perishable,595.2090225203024,0.17483862726041255,0.9296974986654456,3.7393021695143,2,0.5696304031082395,0.07515990126654842,22,0,0,0.0
standard,1162.9502963799737,0.5025660764634424,0.7405941994761869,5.502395615962191,1,0.7554211680745724,0.16969211213367086,4,2,1,38.54906734251662
standard,1555.6973843745561,0.3986630277723131,0.28460721182704196,4.172516051159372,0,0.9781699423506469,0.21211409400472292,6,1,0,0.0
perishable,1859.6170464603802,0.1463739921622491,0.3788815694019554,9.01492686933112,0,0.6308811545485606,0.07370734506245796,14,3,0,0.0
standard,559.1979316445003,0.36753442229153144,0.19942885830395674,1.4162895771695538,0,0.784688572264684,0.2529451474920157,18,0,0,0.0
standard,702.9710544480133,0.06817230938549357,0.9710739982658219,6.693391217775417,2,0.43675129812870617,0.2457840559729566,21,0,1,130.6985913462666
standard,955.3195195575823,0.025811906949486985,0.5172964958900732,4.682367413010814,1,0.7365433595149642,0.3972639012178643,18,2,0,0.0
standard,1857.9909335851783,0.13516628915482276,0.8960566874979846,12.377931486036406,1,0.46733842993491187,0.2675824009757843,16,4,1,64.02861244711292
standard,1807.7043707807813,0.9631151115891738,0.3464997710168477,1.0277693100414933,1,0.4386938364810219,0.18914098688664865,15,3,1,80.72328858994825
standard,225.26264619624416,0.549529535895017,0.8608416030974757,11.615730909059966,0,0.6564543931690466,0.32656469663711973,7,6,1,104.91820721819862
standard,307.26316021993114,0.96582216115322,0.05388684842716396,2.347526671418728,0,0.4481650082035199,0.16723845146075905,12,3,0,0.0
standard,1016.2428957947446,0.432497878330132,0.982090317524288,1.240087239019372,0,0.8049292690569596,0.23650402903038792,20,3,0,0.0
standard,257.90758197057585,0.3118161330852596,0.9120343670333027,2.832520013722112,0,0.9561356136764365,0.06941436237762727,10,4,0,0.0
standard,723.8827030299601,0.5061418628402441,0.36320294477665493,1.4371417481653455,0,0.5755214716763144,0.16293302106311566,0,5,0,0.0
